	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filter
61	"@Manuela9679 @GerardoDAmico Brava .vai a fare la settima dosemagari a sto giro servirà a rendere immune, finalmente, 1 persona su 60 milioni??????.visto che fino ad oggi questo siero ha un potere di immunizzazione del ""manco per il caxxo"" https://t.co/I778P0VoEV"	1.0	0.0	2023-09-09 4:12	  brava vai a fare la settima dosemagari a sto giro servirà a rendere immune finalmente  persona su  milionivisto che fino ad oggi questo siero ha un potere di immunizzazione del manco per il caxxo 	immunizzazione	  brava vai a fare la settima dosemagari a sto giro servirà a rendere immune finalmente  persona su  milionivisto che fino ad oggi questo siero ha un potere di  del manco per il caxxo 	brava vai fare settima dose magari giro servirà rendere immune finalmente persona milioni visto fino oggi siero potere manco caxxo
62	@SanMarino_RTV @preglias Ma di cosa sta parlando Pregliasco? Gli inoculati stanno subendo reazioni collaterali a go go. Quale immunizzazione avrebbero sviluppato che si contagiano lo stesso? https://t.co/BdA4edylb4	1.0	1.0	2023-09-09 15:23	  ma di cosa sta parlando pregliasco gli inoculati stanno subendo reazioni collaterali a go go quale immunizzazione avrebbero sviluppato che si contagiano lo stesso 	immunizzazione	  ma di cosa sta parlando pregliasco gli inoculati stanno subendo reazioni collaterali a go go quale  avrebbero sviluppato che si contagiano lo stesso 	cosa parlando pregliasco inoculati subendo reazioni collaterali go go sviluppato contagiano stesso
63	"RT @DavideBattista0: ""Biontech-Pfizer provocava il covid  nel gruppo di controllo, in modo da poter sostenere l'immunizzazione tra i vaccinati"", da una indagine di 13 scienziati riuniti.https://t.co/dR6nfo0WfmPs: sicuramente i governi non hanno fatto lo stesso con la loro popolaz... ??????"	1.0	0.0	2023-09-10 14:19	  biontechpfizer provocava il covid  nel gruppo di controllo in modo da poter sostenere limmunizzazione tra i vaccinati da una indagine di  scienziati riuniti sicuramente i governi non hanno fatto lo stesso con la loro popolaz 	immunizzazione	  biontechpfizer provocava il covid  nel gruppo di controllo in modo da poter sostenere l tra i vaccinati da una indagine di  scienziati riuniti sicuramente i governi non hanno fatto lo stesso con la loro popolaz 	biontechpfizer provocava covid gruppo controllo modo poter sostenere vaccinati indagine scienziati riuniti sicuramente governi fatto stesso popolaz
64	RT @Pignottone: Pag. 56 del contratto Pfizer - UE, si parla di persone immunizzate. La Pfizer parla di immunizzazione quando sapeva benissimo che il loro farmaco non immunizzava dal virus SarsCov2. Nel contratto ci sono scritte evidenti falsità. @Aifa_ufficiale @istsupsan @MinisteroSalute https://t.co/PKv4JLj616	1.0	0.0	2023-09-11 8:19	  pag  del contratto pfizer  ue si parla di persone immunizzate la pfizer parla di immunizzazione quando sapeva benissimo che il loro farmaco non immunizzava dal virus sarscov nel contratto ci sono scritte evidenti falsità    	immunizzazione	  pag  del contratto pfizer  ue si parla di persone immunizzate la pfizer parla di  quando sapeva benissimo che il loro farmaco non immunizzava dal virus sarscov nel contratto ci sono scritte evidenti falsità    	pag contratto pfizer ue parla persone immunizzate pfizer parla quando sapeva benissimo farmaco immunizzava virus sarscov contratto scritte evidenti falsità
69	"RT @Meira85253235: Immunizzazione, crisi climatica, crisi energetica, crisi alimentare, guerra, COERCIZIONE  etc....#GreatReset #QuartaRivoluzioneIndustriale .Ve lo spiego umilmente in un  attimo, ""LORO TRILIONI ?? NOI COGLIONI""."	1.0	0.0	2023-09-12 7:24	  immunizzazione crisi climatica crisi energetica crisi alimentare guerra coercizione  etcgreatreset quaarivoluzioneindustriale ve lo spiego umilmente in un  attimo loro trilioni  noi coglioni	immunizzazione	   crisi climatica crisi energetica crisi alimentare guerra coercizione  etcgreatreset quaarivoluzioneindustriale ve lo spiego umilmente in un  attimo loro trilioni  noi coglioni	crisi climatica crisi energetica crisi alimentare guerra coercizione etcgreatreset quaarivoluzioneindustriale ve spiego umilmente attimo trilioni coglioni
73	"DOMANDONE DELLA SERA(al vincitore,20 dosi di ""vaccino"" per l'IMMUNIZZAZIONE DA RAFFREDDORE E CACARELLA):Se i casi di ""Covid"" sono in aumentoSe i ""Novax"" sono morti 3 anni fa (io compresa)CHI SI STA CONTAGIANDO???"	1.0	0.0	2023-09-15 18:26	domandone della seraal vincitore dosi di vaccino per limmunizzazione da raffreddore e cacarellase i casi di covid  sono in aumentose i novax  sono moi  anni fa io compresachi si sta contagiando	immunizzazione	domandone della seraal vincitore dosi di vaccino per l da raffreddore e cacarellase i casi di covid  sono in aumentose i novax  sono moi  anni fa io compresachi si sta contagiando	domandone seraal vincitore dosi vaccino raffreddore cacarellase casi covid aumentose novax moi anni fa compresachi contagiando
75	"RT @gmmazered: @FmMosca @matteosalvinimi @GiorgiaMeloni @borghi_claudio @LucioMalan Invece : L'Agenda 2030 per l'immunizzazione richiede l'introduzione di 500 nuovi vaccini entro il 2030.Clip dall'intervista, ""Democracy &amp; a Physician on Trial -Dr. Mark Trozzi CPSO Hearing Update with Michael Alexander"" https://t.co/aP9k2zS5vU"	1.0	0.0	2023-09-20 7:17	       invece  lagenda  per limmunizzazione richiede lintroduzione di  nuovi vaccini entro il clip dallintervista democracy  a physician on trial dr mark trozzi cpso hearing update with michael alexander 	immunizzazione	       invece  lagenda  per l richiede lintroduzione di  nuovi vaccini entro il clip dallintervista democracy  a physician on trial dr mark trozzi cpso hearing update with michael alexander 	invece lagenda richiede lintroduzione nuovi vaccini entro clip dallintervista democracy physician on trial dr mark trozzi cpso hearing update with michael alexander
79	"RT @colvieux: ""Nonostante la campagna di disinformazione già partita in vista di quella vaccinale, i dati mostrano che l'immunizzazione non solo riduce il rischio di forme persistenti, ma può anche migliorare sintomi che si trascinano da mesi"" ????????????"	1.0	0.0	2023-09-22 7:48	  nonostante la campagna di disinformazione già paita in vista di quella vaccinale i dati mostrano che limmunizzazione non solo riduce il rischio di forme persistenti ma può anche migliorare sintomi che si trascinano da mesi 	immunizzazione	  nonostante la campagna di disinformazione già paita in vista di quella vaccinale i dati mostrano che l non solo riduce il rischio di forme persistenti ma può anche migliorare sintomi che si trascinano da mesi 	nonostante campagna disinformazione già paita vista vaccinale dati mostrano solo riduce rischio forme persistenti può migliorare sintomi trascinano mesi
87	"""Spikeopatia"": la proteina Spike delCOVID-19 è patogena, sia per l'mRNA del virus che per quello del vaccino. Vi presento uno studio serio e scientifico. https://t.co/S9LjS8LjhP#COVID19#Vaccini#EffettiCollaterali#Varianti#Immunizzazione#PassaportoVaccinale#SicurezzaVaccini"	1.0	1.0	2023-09-26 13:28	spikeopatia la proteina spike delcovid  è patogena sia per lmrna del virus che per quello del vaccino vi presento uno studio serio e scientifico  vaccinieffetticollateralivariantiimmunizzazionepassapoovaccinalesicurezzavaccini	immunizzazione	spikeopatia la proteina spike delcovid  è patogena sia per lmrna del virus che per quello del vaccino vi presento uno studio serio e scientifico  vaccinieffetticollateralivariantipassapoovaccinalesicurezzavaccini	spikeopatia proteina spike delcovid patogena lmrna virus vaccino presento studio serio scientifico vaccinieffetticollateralivariantipassapoovaccinalesicurezzavaccini
88	"RT @AdrianaSpappa: #Capua sulla peste: ""è come col COVID, io l'avevo detto che una pandemia sarebbe arrivata""Peccato che a marzo 2020 lei stessa ipotizzò un elevato grado di immunizzazione in Italia???????So' bravi tutti col senno di poi https://t.co/sjmDGdDNXl"	1.0	0.0	2023-09-26 17:20	  capua sulla peste è come col covid  io lavevo detto che una pandemia sarebbe arrivatapeccato che a marzo  lei stessa ipotizzò un elevato grado di immunizzazione in italiaso bravi tutti col senno di poi 	immunizzazione	  capua sulla peste è come col covid  io lavevo detto che una pandemia sarebbe arrivatapeccato che a marzo  lei stessa ipotizzò un elevato grado di  in italiaso bravi tutti col senno di poi 	capua peste covid lavevo detto pandemia arrivatapeccato marzo stessa ipotizzò elevato grado italiaso bravi senno poi
89	????Anche nel Regno Unito è partita la propaganda terroristica per la 'pandemia' 2.0, che apre la strada alla campagna di 'immunizzazione'.?Naturalmente si parte dai più fragili perché le pensioni costano, non pretenderanno di percepirle così a lungo!????????? https://t.co/1q5dKCvOcX	1.0	0.0	2023-09-26 22:46	anche nel regno unito è paita la propaganda terroristica per la pandemia  che apre la strada alla campagna di immunizzazionenaturalmente si pae dai più fragili perché le pensioni costano non pretenderanno di percepirle così a lungo 	immunizzazione	anche nel regno unito è paita la propaganda terroristica per la pandemia  che apre la strada alla campagna di naturalmente si pae dai più fragili perché le pensioni costano non pretenderanno di percepirle così a lungo 	regno unito paita propaganda terroristica pandemia apre strada campagna naturalmente pae fragili pensioni costano pretenderanno percepirle così lungo
90	RT @lvogruppo: ????Anche nel Regno Unito è partita la propaganda terroristica per la 'pandemia' 2.0, che apre la strada alla campagna di 'immunizzazione'.?Naturalmente si parte dai più fragili perché le pensioni costano, non pretenderanno di percepirle così a lungo!????????? https://t.co/1q5dKCvOcX	1.0	0.0	2023-09-26 22:53	  anche nel regno unito è paita la propaganda terroristica per la pandemia  che apre la strada alla campagna di immunizzazionenaturalmente si pae dai più fragili perché le pensioni costano non pretenderanno di percepirle così a lungo 	immunizzazione	  anche nel regno unito è paita la propaganda terroristica per la pandemia  che apre la strada alla campagna di naturalmente si pae dai più fragili perché le pensioni costano non pretenderanno di percepirle così a lungo 	regno unito paita propaganda terroristica pandemia apre strada campagna naturalmente pae fragili pensioni costano pretenderanno percepirle così lungo
92	RT @assosuini: #PesteSuinaAfricana, approvati in #Vietnam i primi due #vaccini. Per la prima volta c'è una  #immunizzazione di massa per #animali. Si spera che si possa giungere a un'approvazione a livello mondiale, per favorire l'avvio di grandi #campagne nazionali. https://t.co/ePfxQi9XMs	1.0	0.0	2023-09-27 7:16	  pestesuinaafricana approvati in vietnam i primi due vaccini per la prima volta cè una  immunizzazione di massa per animali si spera che si possa giungere a unapprovazione a livello mondiale per favorire lavvio di grandi campagne nazionali 	immunizzazione	  pestesuinaafricana approvati in vietnam i primi due vaccini per la prima volta cè una   di massa per animali si spera che si possa giungere a unapprovazione a livello mondiale per favorire lavvio di grandi campagne nazionali 	pestesuinaafricana approvati vietnam primi due vaccini prima volta cè massa animali spera possa giungere unapprovazione livello mondiale favorire lavvio grandi campagne nazionali
97	"Strano accoppiamento di notizie, @repubblica. Una sola domanda: il termine immunizzazione. È stato smentito in tutti i modi che il vaccino dia immunizzazione. E ancora: Kraken? Ma non è sparito diversi mesi fa soppiantato dalle altre ""sottovarianti"" (innocue, per essere precisi)? https://t.co/AOAT6bKp2X"	1.0	0.0	2023-09-28 11:53	strano accoppiamento di notizie  una sola domanda il termine immunizzazione è stato smentito in tutti i modi che il vaccino dia immunizzazione e ancora kraken ma non è sparito diversi mesi fa soppiantato dalle altre sottovarianti innocue per essere precisi 	immunizzazione	strano accoppiamento di notizie  una sola domanda il termine  è stato smentito in tutti i modi che il vaccino dia  e ancora kraken ma non è sparito diversi mesi fa soppiantato dalle altre sottovarianti innocue per essere precisi 	strano accoppiamento notizie sola domanda termine stato smentito modi vaccino dia ancora kraken sparito diversi mesi fa soppiantato altre sottovarianti innocue essere precisi
98	?? Stati Generali dell'invecchiamento attivo??Strategie di #immunizzazione dell'adulto anziano: il nuovo PNPV 2023-2025Con il Sen. @Zullo_Ignazio@paolo_bonanniFrancesco Paolo MaraglinoFrancesca Russo?? La diretta streaming dell'evento:https://t.co/FEE3IEpuye https://t.co/VZHvx90CNb	1.0	0.0	2023-09-28 17:49	 stati generali dellinvecchiamento attivostrategie di immunizzazione delladulto anziano il nuovo pnpv con il sen  paolo maraglinofrancesca russo la diretta streaming dellevento 	immunizzazione	 stati generali dellinvecchiamento attivostrategie di  delladulto anziano il nuovo pnpv con il sen  paolo maraglinofrancesca russo la diretta streaming dellevento 	stati generali dellinvecchiamento attivostrategie delladulto anziano nuovo pnpv sen paolo maraglinofrancesca russo diretta streaming dellevento
123	Da guardare: lo sapevi? La definizione di evento avverso derivante da iniezioni è stata modificata nel 2018:@DrDMartinWorld Nel 2018, l'Organizzazione Mondiale della Sanità ha modificato la definizione di evento avverso derivante dall'immunizzazione. @CathVoicesITA @AStramezzi	1.0	1.0	2023-10-02 6:15	da guardare lo sapevi la definizione di evento avverso derivante da iniezioni è stata modificata nel 8 nel 8 lorganizzazione mondiale della sanità ha modificato la definizione di evento avverso derivante dallimmunizzazione  	immunizzazione	da guardare lo sapevi la definizione di evento avverso derivante da iniezioni è stata modificata nel 8 nel 8 lorganizzazione mondiale della sanità ha modificato la definizione di evento avverso derivante dall  	guardare sapevi definizione evento avverso derivante iniezioni stata modificata 8 8 lorganizzazione mondiale sanità modificato definizione evento avverso derivante
147	L'@Aifa_ufficiale ha approvato TAK-003, nome commerciale Qdenga, il #vaccino contro la malattia da #Dengue, che è possibile somministrare in soggetti a partire dai 4 anni di età e di cui sono sufficienti 2 dosi per l'immunizzazione.#ANSASalute ? https://t.co/MuDMdZBhmE https://t.co/s2Z5ted3RU	1.0	0.0	2023-10-03 19:00	l ha approvato tak nome commerciale qdenga il vaccino contro la malattia da dengue che è possibile somministrare in soggetti a paire dai  anni di età e di cui sono sufficienti  dosi per limmunizzazioneansasalute   	immunizzazione	l ha approvato tak nome commerciale qdenga il vaccino contro la malattia da dengue che è possibile somministrare in soggetti a paire dai  anni di età e di cui sono sufficienti  dosi per lansasalute   	approvato tak nome commerciale qdenga vaccino malattia dengue possibile somministrare soggetti paire anni età sufficienti dosi lansasalute
