	Text	Vaccine content	Vaccine safety	text_clean	Filter	text_without_stopwords	text_wo_filter_word
131	"""San Luis Obispo Cty health officer issued a vaxx and mask mandate...that requires all healthcare workers to get yearly vaccines or wear a mask at work.Instead of taking guidance from the state, SLO County Health Officer Penny...created her own mandate""https://t.co/jwaeElhIcu"	1	0	san luis obispo cty health officer issued a vax  and mask mandatethat requires all healthcare workers to get yearly vaccine  or wear a mask at workinstead of taking guidance from the state slo county health officer pennycreated her own mandate	vaxx	san luis obispo cty health officer issued vax mask mandatethat requires healthcare workers get yearly vaccine wear mask workinstead taking guidance state slo county health officer pennycreated mandate	san luis obispo cty health officer issued a vax  and mask mandatethat requires all healthcare workers to get yearly vaccine  or wear a mask at workinstead of taking guidance from the state slo county health officer pennycreated her own mandate
132	"""This Will Make Your Blood Boil"" - Biden Admin Goes Full Orwell Denying Vaxx Mandates Ever Happened | ZeroHedge      https://t.co/wkrW1kLbf1"	1	0	this will make your blood boil  biden admin goes full orwell denying vax  mandates ever happened  zerohedge      	vaxx	make blood boil biden admin goes full orwell denying vax mandates ever happened zerohedge	this will make your blood boil  biden admin goes full orwell denying vax  mandates ever happened  zerohedge      
133	$RAD DOWN 50% ON BANKRUPTCY RUMORS -- VAXX SHOTS AND BOOSTERS DOWN SIGNIFICANTLY WHILST AT THE SAME TIME LOOTING IS UP SHARPLY HAS LED TO THIS CONDITION ***	1	0	rad down 50 on bankruptcy rumors  vax  shots and boosters down significantly whilst at the same time looting is up sharply has led to this condition 	vaxx	rad 50 bankruptcy rumors vax shots boosters significantly whilst time looting sharply led condition	rad down 50 on bankruptcy rumors  vax  shots and boosters down significantly whilst at the same time looting is up sharply has led to this condition 
134	$vaxx   Top   analyst target price  for next  week 📈📈         🔗https://t.co/sh6utRDCwB	1	0	vax    top   analyst target price  for next  week          	vaxx	vax top analyst target price next week	vax    top   analyst target price  for next  week          
135	$VAXX initiated with Outperform, $7 target at Baird	1	0	vax  initiated with outperform 7 target at baird	vaxx	vax initiated outperform 7 target baird	vax  initiated with outperform 7 target at baird
136	"1 / 3 FL Surgeon General Joseph Ladapo MD - Vaxx is ""unsafe medication""- raises chance of catching Covid later 🤔- causes myocarditis ""my judgment is that it's not a good decision for young people &amp; for people who are not at high risk at this point""https://t.co/5a5mDhEGta"	1	0	1  3 fl surgeon general joseph ladapo md  vax  is unsafe medication raises chance of catching covid later  causes myocarditis my judgment is that its not a good decision for young people  for people who are not at high risk at this point	vaxx	1 3 fl surgeon general joseph ladapo md vax unsafe medication raises chance catching covid later causes myocarditis judgment good decision young people people high risk point	1  3 fl surgeon general joseph ladapo md  vax  is unsafe medication raises chance of catching covid later  causes myocarditis my judgment is that its not a good decision for young people  for people who are not at high risk at this point
137	74% of Triple-Vaxxed Canadians Now Have VAIDS, Government Data Shows - News Addicts https://t.co/7FZnsOypvb	1	0	74 of triplevax ed canadians now have vaids government data shows  news addicts 	vaxx	74 triplevax ed canadians vaids government data shows news addicts	74 of triplevax ed canadians now have vaids government data shows  news addicts 
138	75% of Vaxx-Induced Myocarditis victims will die.	1	1	75 of vax induced myocarditis victims will die	vaxx	75 vax induced myocarditis victims die	75 of vax induced myocarditis victims will die
139	@JonathanOtto17 @ArdisDoc @stella_immanuel @DrHenryEaly Healing from my own Blood Plasma which is My own Urine taken since June 6 internally and 10 days poultice externally to heal vaxx injury shingles photos before and after on face and on rib cage. I am going to make it through… https://t.co/XVss1kbVzJ	1	0	  _immanuel  healing from my own blood plasma which is my own urine taken since june 6 internally and 10 days poultice externally to heal vax  injury shingles photos before and after on face and on rib cage i am going to make it through 	vaxx	_immanuel healing blood plasma urine taken since june 6 internally 10 days poultice externally heal vax injury shingles photos face rib cage going make	  _immanuel  healing from my own blood plasma which is my own urine taken since june 6 internally and 10 days poultice externally to heal vax  injury shingles photos before and after on face and on rib cage i am going to make it through 
140	@Mikeggibbs the mAsKs and shutdowns and covid19 vaXX DON'T WORKDystopian leftist universe of ignorance and fear	1	0	 the masks and shutdowns and covid  vax  dont workdystopian leftist universe of ignorance and fear	vaxx	masks shutdowns covid vax dont workdystopian leftist universe ignorance fear	 the masks and shutdowns and covid  vax  dont workdystopian leftist universe of ignorance and fear
141	ALEX JONES [FULL] Thursday 9/14/23 • Take No Comfort in Previous Covid Vaxx, They Won't Protect You https://t.co/ghOepIHcr9	1	0	alex jones full thursday 1423  take no comfo in previous covid vax  they wont protect you 	vaxx	alex jones full thursday 1423 take comfo previous covid vax wont protect	alex jones full thursday 1423  take no comfo in previous covid vax  they wont protect you 
142	All my books  CHANGE LIVES!Go to my website&amp; load up! Education is the key tochanging your life...You know if you are ready...Don't let the BIGMEDICINE vaxx pushinglie monster run yourlife!And... Let's Go Brandon.#rogerbezanis#LetsGoBrandon https://t.co/NIXpIK7xmU	1	0	all my books  change livesgo to my website load up education is the key tochanging your lifeyou know if you are readydont let the bigmedicine vax  pushinglie monster run yourlifeand lets go brandonrogerbezanisletsgobrandon 	vaxx	books change livesgo website load education key tochanging lifeyou know readydont let bigmedicine vax pushinglie monster run yourlifeand lets go brandonrogerbezanisletsgobrandon	all my books  change livesgo to my website load up education is the key tochanging your lifeyou know if you are readydont let the bigmedicine vax  pushinglie monster run yourlifeand lets go brandonrogerbezanisletsgobrandon 
143	Another survivor of the anti-vaxx industry:  https://t.co/4Bwhv3azbF	1	0	another survivor of the antivax  industry  	vaxx	another survivor antivax industry	another survivor of the antivax  industry  
144	Breanna Morello who was forced OUT at Fox News for refusing vaxx OWNS Brian Kilmeade and his fake outrage https://t.co/bZXq07LIOU	1	0	breanna morello who was forced out at fox news for refusing vax  owns brian kilmeade and his fake outrage 	vaxx	breanna morello forced fox news refusing vax owns brian kilmeade fake outrage	breanna morello who was forced out at fox news for refusing vax  owns brian kilmeade and his fake outrage 
145	By now every American knows someone in their own circles who got vaxx damaged. Cancer rate has skyrocketed since the jabs.  You should never trust the government that comes to power via fraud.https://t.co/SjgWT4NOei	1	1	by now every american knows someone in their own circles who got vax  damaged cancer rate has skyrocketed since the jabs  you should never trust the government that comes to power via fraud	vaxx	every american knows someone circles got vax damaged cancer rate skyrocketed since jabs never trust government comes power via fraud	by now every american knows someone in their own circles who got vax  damaged cancer rate has skyrocketed since the jabs  you should never trust the government that comes to power via fraud
146	Check out 👑KingdomCoins🪙's video! #TikTok https://t.co/GEPQq6JOYx micro needle vaxx‼️👿🤬	1	0	check out kingdomcoinss video tiktok  micro needle vax 	vaxx	check kingdomcoinss video tiktok micro needle vax	check out kingdomcoinss video tiktok  micro needle vax 
147	FINALLY,  I'd rather be known for being Sexy instead of for always being difficult. 😁 🚫💉😷🔒#covid #covid19 #mask #maskmandate #lockdown #Vaccine #vaxx #jab #RefuseToComply #prosecutefauci https://t.co/IPYdmzOfYv	1	0	finally  id rather be known for being sexy instead of for always being difficult  covid covid  mask maskmandate lockdown vaccine vax  jab refusetocomply prosecutefauci 	vaxx	finally id rather known sexy instead always difficult covid covid mask maskmandate lockdown vaccine vax jab refusetocomply prosecutefauci	finally  id rather be known for being sexy instead of for always being difficult  covid covid  mask maskmandate lockdown vaccine vax  jab refusetocomply prosecutefauci 
148	"He's not anti-vaxx.""The First Amendment protects Google's judgment that it will not help spread dangerous anti-vaxx propaganda,"" Google lawyers said.""Plaintiff has not shown that the government so 'insinuated itself into a position of interdependence' with Google or that it…"	1	0	hes not antivax the first amendment protects googles judgment that it will not help spread dangerous antivax  propaganda google lawyers saidplaintiff has not shown that the government so insinuated itself into a position of interdependence with google or that it	vaxx	hes antivax first amendment protects googles judgment help spread dangerous antivax propaganda google lawyers saidplaintiff shown government insinuated position interdependence google	hes not antivax the first amendment protects googles judgment that it will not help spread dangerous antivax  propaganda google lawyers saidplaintiff has not shown that the government so insinuated itself into a position of interdependence with google or that it
