	Text	Vaccine content	Vaccine safety	Filter	text_clean	text_wo_filter_word	text_wo_stopwords_or_filter
51	court-ordered pfizer covid-19 vaccine contract acknowledges long-term effects, efficacy, and adverse effects of their product were unknown.as part of a south african high court legal decision brought by an organization called the health justice initiative, the south african… https://t.co/anzvrpuony	1.0	1	 Pfizer	couordered pfizer covid  vaccine contract acknowledges longterm effects efficacy and adverse effects of their product were unknownas pa of a south african high cou legal decision brought by an organization called the health justice initiative the south african 	couordered pfizer covid  vaccine contract acknowledges longterm effects efficacy and adverse effects of their product were unknownas pa of a south african high cou legal decision brought by an organization called the health justice initiative the south african 	couordered pfizer covid vaccine contract acknowledges longterm effects efficacy adverse effects product unknownas pa south african high cou legal decision brought organization called health justice initiative south african
52	how pfizer's shot changed one young man's life forever https://t.co/3kozzorlal via @youtube	1.0	1	 Pfizer	how pfizers shot changed one young mans life forever  via 	how pfizers shot changed one young mans life forever  via 	pfizers shot changed one young mans life forever via
55	new aicle: melatonin - possible treatment for covid-19 vaccine turbo cancer? melatonin regulates oncogenic micro rna or mirna - can it counteract pfizer's co-mirna-ty vaccine? high dose melatoninit boosts the immune systemit prevents cancerit treats cancerit enhances… https://t.co/xo9m2lt4zo	1.0	1	 Pfizer	new aicle melatonin  possible treatment for covid  vaccine turbo cancer melatonin regulates oncogenic micro rna or mirna  can it counteract pfizers comirnaty vaccine  high dose melatoninit boosts the immune systemit prevents cancerit treats cancerit enhances 	new aicle melatonin  possible treatment for covid  vaccine turbo cancer melatonin regulates oncogenic micro rna or mirna  can it counteract pfizers comirnaty vaccine  high dose melatoninit boosts the immune systemit prevents cancerit treats cancerit enhances 	new aicle melatonin possible treatment covid vaccine turbo cancer melatonin regulates oncogenic micro rna mirna counteract pfizers comirnaty vaccine high dose melatoninit boosts immune systemit prevents cancerit treats cancerit enhances
56	new aicle: mrna injury series - pfizer mrna vaccines attack bone marrow stem cells &amp; drastically alter gene expression. researchers are also now using lnps/mrna for gene editing. new sep.7, 2023 study by zurlo, shows pfizer mrna accumulates in bone marrow &amp; messes with stem… https://t.co/xtrtbooked	1.0	1	 Pfizer	new aicle mrna injury series  pfizer mrna vaccine  attack bone marrow stem cells  drastically alter gene expression researchers are also now using lnpsmrna for gene editing new sep  study by zurlo shows pfizer mrna accumulates in bone marrow  messes with stem 	new aicle mrna injury series  pfizer mrna vaccine  attack bone marrow stem cells  drastically alter gene expression researchers are also now using lnpsmrna for gene editing new sep  study by zurlo shows pfizer mrna accumulates in bone marrow  messes with stem 	new aicle mrna injury series pfizer mrna vaccine attack bone marrow stem cells drastically alter gene expression researchers also using lnpsmrna gene editing new sep study zurlo shows pfizer mrna accumulates bone marrow messes stem
57	pfizer has some explaining to do. dr. buckhaults, prof of cancer molecular genetics at the u of sc found strands of dna in the mrna vaccine. #pfizer #covid19 #cdnpoli https://t.co/zqqachoneg	1.0	1	 Pfizer	pfizer has some explaining to do dr buckhaults prof of cancer molecular genetics at the u of sc found strands of dna in the mrna vaccine  pfizer covid  cdnpoli 	pfizer has some explaining to do dr buckhaults prof of cancer molecular genetics at the u of sc found strands of dna in the mrna vaccine  pfizer covid  cdnpoli 	pfizer explaining dr buckhaults prof cancer molecular genetics u sc found strands dna mrna vaccine pfizer covid cdnpoli
58	this is great news for those in the us, and hopefully @govcanhealth gets on board as well! time to update your #influenza and #covid19 #vaccines plus consider the new #rsv vaccine if you're eligible! #vaccinessavelives  https://t.co/sp15rfwgnp #covid #vaccinate @us_fda @nytimes	1.0	1	 Pfizer	this is great news for those in the us and hopefully  gets on board as well time to update your influenza and covid  vaccine  plus consider the new rsv vaccine if youre eligible vaccine savelives   covid vaccinate _fda 	this is great news for those in the us and hopefully  gets on board as well time to update your influenza and covid  vaccine  plus consider the new rsv vaccine if youre eligible vaccine savelives   covid vaccinate _fda 	great news us hopefully gets board well time update influenza covid vaccine plus consider new rsv vaccine youre eligible vaccine savelives covid vaccinate _fda
59	thrombotic thrombocytopenic purpura following pfizer-biontech covid-19 vaccination in a patient with multiple myeloma: case report and literature review  #covid19 #vaccineinjury #informedconsent #nomandates https://t.co/eoaebf8a9q	1.0	1	 Pfizer	thrombotic thrombocytopenic purpura following pfizerbiontech covid  vaccination in a patient with multiple myeloma case repo and literature review  covid  vaccine njury informedconsent nomandates 	thrombotic thrombocytopenic purpura following pfizerbiontech covid  vaccination in a patient with multiple myeloma case repo and literature review  covid  vaccine njury informedconsent nomandates 	thrombotic thrombocytopenic purpura following pfizerbiontech covid vaccination patient multiple myeloma case repo literature review covid vaccine njury informedconsent nomandates
60	un inconnu vous offre un vaccin ! et voici l'effet kiss cool de pfizer ! https://t.co/ypogqr9ak1	1.0	1	 Pfizer	un inconnu vous offre un vaccin  et voici leffet kiss cool de pfizer  	un inconnu vous offre un vaccin  et voici leffet kiss cool de pfizer  	un inconnu vous offre un vaccin et voici leffet kiss cool de pfizer
61	ur jab is completely safe @pfizer i'll be first in line for my 6th booster👍🏼💉	1.0	1	 Pfizer	ur jab is completely safe  ill be first in line for my th booster	ur jab is completely safe  ill be first in line for my th booster	ur jab completely safe ill first line th booster
62	"video: pfizer's ""secret"" report on the covid vaccine. beyond manslaughter. the evidence is overwhelming. the vaccine should be immediately withdrawn worldwide -  https://t.co/bgrjqbpohu"	1.0	1	 Pfizer	video pfizers secret repo on the covid vaccine  beyond manslaughter the evidence is overwhelming the vaccine should be immediately withdrawn worldwide   	video pfizers secret repo on the covid vaccine  beyond manslaughter the evidence is overwhelming the vaccine should be immediately withdrawn worldwide   	video pfizers secret repo covid vaccine beyond manslaughter evidence overwhelming vaccine immediately withdrawn worldwide
63	vsrf livestream #92 - the yeadon files: former pfizer scientist speaks out https://t.co/5m6ijyeqdk	1.0	1	 Pfizer	vsrf livestream   the yeadon files former pfizer scientist speaks out 	vsrf livestream   the yeadon files former pfizer scientist speaks out 	vsrf livestream yeadon files former pfizer scientist speaks
64	🔴 don't miss it! join us for a conversation on vsrf@vacsafety live where dr. mike yeadon, a former pfizer executive, engages in a discussion with steve kirsch regarding the vaccine intentions of major pharmaceutical companies. additionally, dr. james thorp, md @jathorpmfm of…	1.0	1	 Pfizer	 dont miss it join us for a conversation on vsrf live where dr mike yeadon a former pfizer executive engages in a discussion with steve kirsch regarding the vaccine intentions of major pharmaceutical companies additionally dr james thorp md  of	 dont miss it join us for a conversation on vsrf live where dr mike yeadon a former pfizer executive engages in a discussion with steve kirsch regarding the vaccine intentions of major pharmaceutical companies additionally dr james thorp md  of	dont miss join us conversation vsrf live dr mike yeadon former pfizer executive engages discussion steve kirsch regarding vaccine intentions major pharmaceutical companies additionally dr james thorp md
65	 @alec_zeck: trump didn't drain the swamp, didn't arrest hillary, nominated current pfizer board member scott gottlieb as fda commissioner, brags about giving money to pfizer, received loads of pfizer money during his campaign, vowed to investigate vaccines but never did, banned bump stocks,…	1.0	0	 Pfizer	 _zeck trump didnt drain the swamp didnt arrest hillary nominated current pfizer board member scott gottlieb as fda commissioner brags about giving money to pfizer received loads of pfizer money during his campaign vowed to investigate vaccine  but never did banned bump stocks	 _zeck trump didnt drain the swamp didnt arrest hillary nominated current pfizer board member scott gottlieb as fda commissioner brags about giving money to pfizer received loads of pfizer money during his campaign vowed to investigate vaccine  but never did banned bump stocks	_zeck trump didnt drain swamp didnt arrest hillary nominated current pfizer board member scott gottlieb fda commissioner brags giving money pfizer received loads pfizer money campaign vowed investigate vaccine never banned bump stocks
