	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word
573	@PoulardMere @febodena @CatoneEnrico @GerardoDAmico @istsupsan La vita è banale, non lo sa?Eppure la gente ci campa e ci muore, in questa banalità, mentre le menti più lucide elaborano una complessità che, strano a dirsi, spinge acqua sempre nella stessa direzione.Vuole un'altra banalità? Bastava vaccinare anziani, fragili e caregiver.	1.0	0.0	2023-09-10 7:12	     la vita è banale non lo saeppure la gente ci campa e ci muore in questa banalità mentre le menti più lucide elaborano una complessità che strano a dirsi spinge acqua sempre nella stessa direzionevuole unaltra banalità bastava vaccinare anziani fragili e caregiver	vaccinare	     la vita è banale non lo saeppure la gente ci campa e ci muore in questa banalità mentre le menti più lucide elaborano una complessità che strano a dirsi spinge acqua sempre nella stessa direzionevuole unaltra banalità bastava  anziani fragili e caregiver
586	VACCINARE I GUARITI Egregio @MinisteroSalute , si apre ora una parentesi che #Schillaci ha sottaciuto, ovvero, chi ha contratto ora il COVID (fingiamo che esista) come si deve comportare fra pochi giorni qualora fosse così coglione da volersi iniettare il #siero (di cui non si	1.0	0.0	2023-09-10 8:19	vaccinare i guariti egregio   si apre ora una parentesi che schillaci ha sottaciuto ovvero chi ha contratto ora il covid fingiamo che esista come si deve compoare fra pochi giorni qualora fosse così coglione da volersi iniettare il siero di cui non si	vaccinare	 i guariti egregio   si apre ora una parentesi che schillaci ha sottaciuto ovvero chi ha contratto ora il covid fingiamo che esista come si deve compoare fra pochi giorni qualora fosse così coglione da volersi iniettare il siero di cui non si
596	@Fra_tante3 Condivido in pieno mettere paura alla gente per far vaccinare di nuovo tutti	1.0	0.0	2023-09-10 9:04	 condivido in pieno mettere paura alla gente per far vaccinare di nuovo tutti	vaccinare	 condivido in pieno mettere paura alla gente per far  di nuovo tutti
604	@Open_gol Bisogna vaccinare per primo i figli dei giornalisti , fate presto !	1.0	0.0	2023-09-10 9:23	 bisogna vaccinare per primo i figli dei giornalisti  fate presto 	vaccinare	 bisogna  per primo i figli dei giornalisti  fate presto 
613	"@dur_matt La cosa che fa più male, oltre all'impunità dei responsabili, è che amici e parenti ancora non hanno capito cosa ci è stato fatto e che ci liquidano con sufficienza dicendo ""ancora a parlare del Covis stai"" o ""sei tu che non ti sei voluto vaccinare"". È una frattura insanabile"	1.0	0.0	2023-09-10 9:50	 la cosa che fa più male oltre allimpunità dei responsabili è che amici e parenti ancora non hanno capito cosa ci è stato fatto e che ci liquidano con sufficienza dicendo ancora a parlare del covis stai o sei tu che non ti sei voluto vaccinare è una frattura insanabile	vaccinare	 la cosa che fa più male oltre allimpunità dei responsabili è che amici e parenti ancora non hanno capito cosa ci è stato fatto e che ci liquidano con sufficienza dicendo ancora a parlare del covis stai o sei tu che non ti sei voluto  è una frattura insanabile
626	Pensa te che noia quella romantica che cerca la pic del cazzo, quella che ci da consigli sull'amore, quelli che ci ricordano che ci dobbiamo vaccinare, quelli che trombano tutte ma poi nessuna. Che du cojoni https://t.co/9etBqITRt3	1.0	0.0	2023-09-10 10:38	pensa te che noia quella romantica che cerca la pic del cazzo quella che ci da consigli sullamore quelli che ci ricordano che ci dobbiamo vaccinare quelli che trombano tutte ma poi nessuna che du cojoni 	vaccinare	pensa te che noia quella romantica che cerca la pic del cazzo quella che ci da consigli sullamore quelli che ci ricordano che ci dobbiamo  quelli che trombano tutte ma poi nessuna che du cojoni 
629	@il_pat @lamanuzzicri @Max_Palmeri Di questo parliamo e gli studi da mezzo mondo non hanno mai dimostrato che immunizzasse per più di qualche giorno. Questo è il punto. Serviva dunque vaccinare il 90% quando a rischiare davvero era a malapena il 5%?	1.0	0.0	2023-09-10 10:48	   di questo parliamo e gli studi da mezzo mondo non hanno mai dimostrato che immunizzasse per più di qualche giorno questo è il punto serviva dunque vaccinare il  quando a rischiare davvero era a malapena il 	vaccinare	   di questo parliamo e gli studi da mezzo mondo non hanno mai dimostrato che immunizzasse per più di qualche giorno questo è il punto serviva dunque  il  quando a rischiare davvero era a malapena il 
636	@greenSixSix @marco_veracini @fdragoni @FanCooler2 3-5 anni siamo già nel lasso di tempo, dato che hanno iniziato a vaccinare a fine 2020.Che conseguenze ha avuto sulle donne in gravidanza la vaccinazione?Nessuna.	1.0	1.0	2023-09-10 11:25	     anni siamo già nel lasso di tempo dato che hanno iniziato a vaccinare a fine che conseguenze ha avuto sulle donne in gravidanza la vaccinazionenessuna	vaccinare	     anni siamo già nel lasso di tempo dato che hanno iniziato a  a fine che conseguenze ha avuto sulle donne in gravidanza la vaccinazionenessuna
640	@MBBB10000 durante no, ma dopo pazza, già primami fa se tu ti vuoi vaccinare fai pure io piuttosto mi faccio ammazzare. oookkora pensa che tra qualche mese ci chiudano di nuovo in casa	1.0	0.0	2023-09-10 12:07	 durante no ma dopo pazza già primami fa se tu ti vuoi vaccinare fai pure io piuttosto mi faccio ammazzare oookkora pensa che tra qualche mese ci chiudano di nuovo in casa	vaccinare	 durante no ma dopo pazza già primami fa se tu ti vuoi  fai pure io piuttosto mi faccio ammazzare oookkora pensa che tra qualche mese ci chiudano di nuovo in casa
653	Covid in risalita. Corsa a vaccinare i fragili https://t.co/UPUtNOLbj0.	1.0	0.0	2023-09-10 12:56	covid in risalita corsa a vaccinare i fragili 	vaccinare	covid in risalita corsa a  i fragili 
654	@Frankestein68 @MTFed71 Onesta una che fingeva di vaccinare? https://t.co/471cjq4OU4	1.0	0.0	2023-09-10 12:57	  onesta una che fingeva di vaccinare 	vaccinare	  onesta una che fingeva di  
658	@GeppoErfolle @MTFed71 Certo, oltre il danno la beffa. Una squilibrata fa finta di vaccinare mio figlio e io dovrei pagare? Fossi stato uno dei genitori le rovinerei la vita.	1.0	0.0	2023-09-10 13:20	  ceo oltre il danno la beffa una squilibrata fa finta di vaccinare mio figlio e io dovrei pagare fossi stato uno dei genitori le rovinerei la vita	vaccinare	  ceo oltre il danno la beffa una squilibrata fa finta di  mio figlio e io dovrei pagare fossi stato uno dei genitori le rovinerei la vita
659	@ekvenezia @MTFed71 Si parla di epoca pre Covid, sono fatti risalenti al 2018, il Covid non esisteva e questa squilibrata ha fatto finta di vaccinare 8000 bambini, con vaccino tipo antitetanica ed esavalente. 8 anni sono pochi.	1.0	0.0	2023-09-10 13:23	  si parla di epoca pre covid  sono fatti risalenti al 8 il covid non esisteva e questa squilibrata ha fatto finta di vaccinare 8 bambini con vaccino tipo antitetanica ed esavalente 8 anni sono pochi	vaccinare	  si parla di epoca pre covid  sono fatti risalenti al 8 il covid non esisteva e questa squilibrata ha fatto finta di  8 bambini con vaccino tipo antitetanica ed esavalente 8 anni sono pochi
660	@andread1971 @MTFed71 Soprattutto perchè si parla di era pre Covid, era il 2018, il Covid non esisteva e questa squilibrata ha fatto finta di vaccinare 8000 bambini che dovevano vaccinarsi con l'esavalente o l'antitetanica	1.0	0.0	2023-09-10 13:24	  soprattutto perchè si parla di era pre covid  era il 8 il covid non esisteva e questa squilibrata ha fatto finta di vaccinare 8 bambini che dovevano vaccinarsi con lesavalente o lantitetanica	vaccinare	  soprattutto perchè si parla di era pre covid  era il 8 il covid non esisteva e questa squilibrata ha fatto finta di  8 bambini che dovevano vaccinarsi con lesavalente o lantitetanica
661	@Frankestein68 @MTFed71 Persona onesta? Fa finta di vaccinare e mette potenzialmente in pericolo dei bambini sono fatti accaduti tra il 2009 e il 2017, il Covid non esisteva e la squilibrata non vaccinava con esavalente e antitetanico	1.0	0.0	2023-09-10 13:31	  persona onesta fa finta di vaccinare e mette potenzialmente in pericolo dei bambini sono fatti accaduti tra il  e il  il covid non esisteva e la squilibrata non vaccinava con esavalente e antitetanico	vaccinare	  persona onesta fa finta di  e mette potenzialmente in pericolo dei bambini sono fatti accaduti tra il  e il  il covid non esisteva e la squilibrata non vaccinava con esavalente e antitetanico
666	@bachis_walter @osamundR @PPutinTTrump Si sarebbero dovuti ribellare. Non avrebbero di certo potuto vaccinare con la forza. Se si ribellava una buona parte del 90% la questione dell'obbligo sarebbe finita presto	1.0	0.0	2023-09-10 14:54	   si sarebbero dovuti ribellare non avrebbero di ceo potuto vaccinare con la forza se si ribellava una buona pae del  la questione dellobbligo sarebbe finita presto	vaccinare	   si sarebbero dovuti ribellare non avrebbero di ceo potuto  con la forza se si ribellava una buona pae del  la questione dellobbligo sarebbe finita presto
667	@MTFed71 E chi cazzo è questa testa di cazzo che decide al posto mio di non vaccinare i miei figli??	1.0	0.0	2023-09-10 14:56	 e chi cazzo è questa testa di cazzo che decide al posto mio di non vaccinare i miei figli	vaccinare	 e chi cazzo è questa testa di cazzo che decide al posto mio di non  i miei figli
668	@ConFalce Lo sai che la figlia ventenne di Bill Gates non ha fatto alcun vaccino pediatrico e gode di ottima salute? Lo sai che rosolia e morbillo sono ormai debellati e non ha senso più vaccinare e che occorre farlo solo per le malattie non debellare, tipo meningite?	1.0	0.0	2023-09-10 15:11	 lo sai che la figlia ventenne di bill gates non ha fatto alcun vaccino pediatrico e gode di ottima salute lo sai che rosolia e morbillo sono ormai debellati e non ha senso più vaccinare e che occorre farlo solo per le malattie non debellare tipo meningite	vaccinare	 lo sai che la figlia ventenne di bill gates non ha fatto alcun vaccino pediatrico e gode di ottima salute lo sai che rosolia e morbillo sono ormai debellati e non ha senso più  e che occorre farlo solo per le malattie non debellare tipo meningite
672	@Giancarlo21470 La scelta deve essere del genitore e non un ricatto sulla frequenza scolastica. Non si può continuare a vaccinare su malattie debellate da decenni. E come continuare a vaccinare per il vaiolo che non esiste più. Più di 14 vaccini fino ai 16 anni di cui penta o esavalente	1.0	0.0	2023-09-10 15:24	 la scelta deve essere del genitore e non un ricatto sulla frequenza scolastica non si può continuare a vaccinare su malattie debellate da decenni e come continuare a vaccinare per il vaiolo che non esiste più più di  vaccini fino ai  anni di cui penta o esavalente	vaccinare	 la scelta deve essere del genitore e non un ricatto sulla frequenza scolastica non si può continuare a  su malattie debellate da decenni e come continuare a  per il vaiolo che non esiste più più di  vaccini fino ai  anni di cui penta o esavalente
673	@DarkLadyMouse @abatarcept @rita98129439 Ma pericolosa sarai tu? Ma stai scherzando? Una persona deve scegliere cosa vuol fare! Ti vuoi vaccinare fallo, ma non pensare di imporre il  tuo volere agli altri! Pericolosi siete voi che cercate di fare il lavaggio del cervello a coloro  che accettano,  non a me! Anche basta!	1.0	0.0	2023-09-10 15:55	   ma pericolosa sarai tu ma stai scherzando una persona deve scegliere cosa vuol fare ti vuoi vaccinare fallo ma non pensare di imporre il  tuo volere agli altri pericolosi siete voi che cercate di fare il lavaggio del cervello a coloro  che accettano  non a me anche basta	vaccinare	   ma pericolosa sarai tu ma stai scherzando una persona deve scegliere cosa vuol fare ti vuoi  fallo ma non pensare di imporre il  tuo volere agli altri pericolosi siete voi che cercate di fare il lavaggio del cervello a coloro  che accettano  non a me anche basta
674	#TikTok https://t.co/O2KW8WWyFM Vogliono vaccinare i fragili perche' cosi' gli finiscono di distruggere il sistema immunitario e se li levano dal cazzo perche' li ritengono 1 peso economico per l'Inps! A stronzo a noi non ce la incarti!! Omo de Mmerda!!!!	1.0	1.0	2023-09-10 15:59	tiktok  vogliono vaccinare i fragili perche cosi gli finiscono di distruggere il sistema immunitario e se li levano dal cazzo perche li ritengono  peso economico per linps a stronzo a noi non ce la incai omo de mmerda	vaccinare	tiktok  vogliono  i fragili perche cosi gli finiscono di distruggere il sistema immunitario e se li levano dal cazzo perche li ritengono  peso economico per linps a stronzo a noi non ce la incai omo de mmerda
678	@Ale51892950 @SAntonio10273 Ha finto di vaccinare bambini con i vaccini pediatrici (trivalente ed esavalente) una cretina e criminale.	1.0	0.0	2023-09-10 16:21	  ha finto di vaccinare bambini con i vaccini pediatrici trivalente ed esavalente una cretina e criminale	vaccinare	  ha finto di  bambini con i vaccini pediatrici trivalente ed esavalente una cretina e criminale
679	@antonine_a @sardeinsaor2 @ekvenezia Se non voleva vaccinare le persone sceglieva un lavoro diverso. Se porto mio figlio a fare l'esavalente o l'antitetanica tu lo vaccini. Punto, finito.	1.0	0.0	2023-09-10 16:42	   se non voleva vaccinare le persone sceglieva un lavoro diverso se poo mio figlio a fare lesavalente o lantitetanica tu lo vaccini punto finito	vaccinare	   se non voleva  le persone sceglieva un lavoro diverso se poo mio figlio a fare lesavalente o lantitetanica tu lo vaccini punto finito
680	@MTFed71 @ConFalce E quindi? Se decid di fare vaccinare mio figlio tu lo vaccini, punto. Per la cronaca le malattie che hai citato non sono debellate, ma hanno pochi casi, e guarda caso grazie alle vaccinazioni.	1.0	0.0	2023-09-10 16:53	  e quindi se decid di fare vaccinare mio figlio tu lo vaccini punto per la cronaca le malattie che hai citato non sono debellate ma hanno pochi casi e guarda caso grazie alle vaccinazioni	vaccinare	  e quindi se decid di fare  mio figlio tu lo vaccini punto per la cronaca le malattie che hai citato non sono debellate ma hanno pochi casi e guarda caso grazie alle vaccinazioni
681	@DanielaPF75 Quindi non saranno più le ASL a convocare? Nel mio caso il medico di base non vaccinava contro il Covid, ma solo contro l'influenza.Siamo sicuri  che tutti i medici di famiglia vorranno  vaccinare contro il Covid?Io sinceramente, sono molto confusa, non ci sto capendo un tubo	1.0	0.0	2023-09-10 16:55	 quindi non saranno più le asl a convocare nel mio caso il medico di base non vaccinava contro il covid  ma solo contro linfluenzasiamo sicuri  che tutti i medici di famiglia vorranno  vaccinare contro il covid io sinceramente sono molto confusa non ci sto capendo un tubo	vaccinare	 quindi non saranno più le asl a convocare nel mio caso il medico di base non vaccinava contro il covid  ma solo contro linfluenzasiamo sicuri  che tutti i medici di famiglia vorranno   contro il covid io sinceramente sono molto confusa non ci sto capendo un tubo
